register;register_hex;in_main;in_display;main_name;display_name;main_type;display_type;main_unit;display_unit;main_mode;display_mode;main_function;display_function;main_block;display_block;main_code;display_code;main_value_map;display_value_map;main_bit_map;display_bit_map;main_notes;display_notes;differences;classification;remark
1444;0x05A4;yes;no;Stopp-Nachfülldruckdifferenz (IDU);;BAR_X10;;bar;;r/w;;03/16;;P;;P16;;;;;;User tested: P16 = Register 1444.;;;MAIN_ONLY;Register exists only in main mapping.
1451;0x05AB;yes;no;Blockkopf Paket 6 / Kennung Wort 1 / ASCII Zeichen 1-2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1452;0x05AC;yes;no;Blockkopf Paket 6 / Kennung Wort 2 / ASCII Zeichen 3-4;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1453;0x05AD;yes;no;Blockkopf Paket 6 / Kennung Wort 3 / ASCII Zeichen 5-6;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1454;0x05AE;yes;no;Blockkopf Paket 6 / Kennung Wort 4 / ASCII Zeichen 7-8;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1455;0x05AF;yes;no;Blockkopf Paket 6 / Kennung Wort 5 / ASCII Zeichen 9-10;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1456;0x05B0;yes;no;Blockkopf Paket 6 / Kennung Wort 6 / ASCII Zeichen 11-12;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1457;0x05B1;yes;no;Blockkopf Paket 6 / Reserve 1;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1458;0x05B2;yes;no;Blockkopf Paket 6 / Reserve 2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1459;0x05B3;yes;no;Blockkopf Paket 6 / Marker-Länge;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1460;0x05B4;yes;no;Blockkopf Paket 6 / erstes Blockkopf-Register;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1464;0x05B8;yes;no;Funktion unbekannt;;RAW;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1466;0x05BA;yes;no;Funktion unbekannt;;RAW;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1476;0x05C4;yes;no;Funktion unbekannt;;RAW;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1541;0x0605;yes;no;Blockkopf Paket 7 / Kennung Wort 1;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1542;0x0606;yes;no;Blockkopf Paket 7 / Kennung Wort 2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1543;0x0607;yes;no;Blockkopf Paket 7 / Kennung Wort 3;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1544;0x0608;yes;no;Blockkopf Paket 7 / Kennung Wort 4;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1545;0x0609;yes;no;Blockkopf Paket 7 / Kennung Wort 5;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1546;0x060A;yes;no;Blockkopf Paket 7 / Kennung Wort 6;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1547;0x060B;yes;no;Blockkopf Paket 7 / Reserve 1;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1548;0x060C;yes;no;Blockkopf Paket 7 / Reserve 2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1549;0x060D;yes;no;Blockkopf Paket 7 / Marker-Länge;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1550;0x060E;yes;no;Blockkopf Paket 7 / erstes Blockkopf-Register;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2001;0x07D1;yes;no;Blockkopf Paket 7 / Kennung Wort 1 / ASCII Zeichen 1-2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2002;0x07D2;yes;no;Blockkopf Paket 7 / Kennung Wort 2 / ASCII Zeichen 3-4;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2003;0x07D3;yes;no;Blockkopf Paket 7 / Kennung Wort 3 / ASCII Zeichen 5-6;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2004;0x07D4;yes;no;Blockkopf Paket 7 / Kennung Wort 4 / ASCII Zeichen 7-8;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2005;0x07D5;yes;no;Blockkopf Paket 7 / Kennung Wort 5 / ASCII Zeichen 9-10;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2006;0x07D6;yes;no;Blockkopf Paket 7 / Kennung Wort 6 / ASCII Zeichen 11-12;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2007;0x07D7;yes;no;Blockkopf Paket Status 1 / Reserve 1;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2008;0x07D8;yes;no;Blockkopf Paket Status 1 / Reserve 2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2009;0x07D9;yes;no;Blockkopf Paket Status 1 / Marker-Länge;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2010;0x07DA;yes;no;Blockkopf Paket Status 1 / erstes Blockkopf-Register;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2011;0x07DB;yes;no;Gerätezustand;;DIGI1;;;;read;;16;;;;;;"{""0"":""Aus"",""1"":""Ein""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
2012;0x07DC;yes;no;Aktueller Betriebsstatus;;DIGI1;;;;read;;16;;;;;;"{""0"":""Kühlen"",""1"":""Heizen"",""2"":""Abtauen"",""3"":""Sterilisieren"",""4"":""Warmwasser""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
2013;0x07DD;yes;no;Temperaturwert nach Begrenzung;;TEMP1;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2014;0x07DE;yes;no;Temperaturwert nach Wetterkompensation während des Heizens;;TEMP1;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2015;0x07DF;yes;no;Zentrale Abtauautomatik anwenden;;DIGI1;;;;read;;16;;;;;;"{""0"":""Nein"",""1"":""Abtau-Modus verfügbar""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
2016;0x07E0;yes;no;Solltemperatur wie 2013 / 2014;;TEMP1;;°C;;read;;16;;;;;;;;;;Skalierung /10 wie 2013/2014.;;;MAIN_ONLY;Register exists only in main mapping.
2017;0x07E1;yes;no;Reserviert;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2018;0x07E2;yes;no;025 / Lastausgang (Elektrischer Wassertankheizer);;DIGI1;;;;read-only;;03;;;;;;"{""0"":""Aus"",""1"":""Ein""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
2019;0x07E3;yes;no;001 bis 023 / Lastausgänge Bitfeld (vollständig decodiert);;BITFIELD;;;;read-only;;03;;;;;;;;"{""0"":""Kompressor-Ausgang (0=AUS/1=EIN)"",""1"":""Reserviert"",""10"":""011 Alarm-Ausgang (0=AUS/1=EIN)"",""11"":""012 Kurbelgehäuseheizung (0=AUS/1=EIN)"",""12"":""013 Wannenheizung (0=AUS/1=EIN)"",""13"":""021 Heizungswasserpumpe (0=AUS/1=EIN)"",""14"":""022 Hydraulikmodul Wasserkreislauf Elektroheizung (0=AUS/1=EIN)"",""15"":""023 Hydraulikmodul WW-Tank Elektroheizung (0=AUS/1=EIN)"",""2"":""003 Lüfter Hochgeschwindigkeitsausgang (0=AUS/1=EIN)"",""3"":""Lüfter Niedriggeschwindigkeitsausgang (0=AUS/1=EIN)"",""4"":""005 Wasserpumpen-Ausgang (0=AUS/1=EIN)"",""5"":""006 Warmwasserpumpen-Ausgang (0=AUS/1=EIN)"",""6"":""007 4-Wege-Ventil 1 (0=AUS/1=EIN)"",""7"":""008 Elektrische Heizstufe 1 (0=AUS/1=EIN)"",""8"":""009 Elektrische Heizstufe 2 (0=AUS/1=EIN)"",""9"":""010 3-Wege-Ventil (0=AUS/1=EIN)""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2020;0x07E4;yes;no;015 / EEV-Schritte;;DIGI1;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2021;0x07E5;yes;no;Reserviert;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2022;0x07E6;yes;no;017 / EVI EEV-Schritte;;DIGI1;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2023;0x07E7;yes;no;Anzahl Verdichter-Starts;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2024;0x07E8;yes;no;System 2 Ventil-/EEV-Anzeige Wert (ASM);;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2025;0x07E9;yes;no;System 2 EVI-/Enthalpie-Anzeige Wert (ASM);;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2026;0x07EA;yes;no;9;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2027;0x07EB;yes;no;9;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2028;0x07EC;yes;no;9;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2029;0x07ED;yes;no;Eingangsstrom L1;;DIGI5;;A;;read;;16;;T;;T-Diag5;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2030;0x07EE;yes;no;Eingangsstrom L2;;DIGI5;;A;;read;;16;;T;;T-Diag6;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2031;0x07EF;yes;no;Eingangsstrom L3;;DIGI5;;A;;read;;16;;T;;T-Diag7;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2032;0x07F0;yes;no;Kompressor-Laufzeit;;RAW;;h;;read;;16;;T;;T-Diag8;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2033;0x07F1;yes;no;Reserviert;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2034;0x07F2;yes;no;Schalterzustände / Kontakte / SG Ready;;BITFIELD;;;;read-only;;03;;S;;S01;;;;"{""0"":""S01 Hochdruckschalter"",""1"":""S02 Niederdruckschalter"",""10"":""S11 Reserviert / unbekannt"",""11"":""S12 Reserviert / unbekannt"",""12"":""SG Kontakt 1 / AI-DI16 / Fernschalter / Klemme 1–2 (active-high: 0=Aus, 1=Ein)"",""13"":""SG Kontakt 2 / DIN_1 / Heat/Cool On/Off / PV-Kontakt / Klemme 7–8 (active-high: 0=Aus, 1=Ein)"",""14"":""S15 Reserviert / unbekannt"",""15"":""S16 Reserviert / unbekannt"",""2"":""S03 Wasserflussschalter"",""3"":""S04 Überhitzungsschalter elektrischer Heizer"",""4"":""S05 Fern-AN/AUS"",""5"":""S06 Fern Heizen/Kühlen"",""6"":""S07 Warmwasserschalter"",""7"":""S08 Reserviert / unbekannt"",""8"":""S09 Reserviert / unbekannt"",""9"":""S10 Heizen/Kühlen AN/AUS""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2035;0x07F3;yes;no;Heizungsrücklauftemperatur;;TEMP1;;;;read;;16;;T;;T40;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2036;0x07F4;yes;no;Heizungsvorlauftemperatur;;TEMP1;;;;read;;16;;T;;T41;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2037;0x07F5;yes;no;Mischrohrauslasswassertemperatur;;TEMP1;;;;read;;16;;T;;T42;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2038;0x07F6;yes;no;WW-Rücklauftemperatur;;TEMP1;;;;read;;16;;T;;T43;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2039;0x07F7;yes;no;WW-Vorlauftemperatur;;TEMP1;;;;read;;16;;T;;T44;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2040;0x07F8;yes;no;Reserviert;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2041;0x07F9;yes;no;Reserviert;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2042;0x07FA;yes;no;Phasenstrom des Kompressors;;AMP_X10;;A;;read;;16;;T;;T36;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2043;0x07FB;yes;no;DC-Power-Bus-Spannung;;VOLT;;V;;read;;16;;T;;T37;;;;;;User confirmed unit V/Volt in v0.2.35;;;MAIN_ONLY;Register exists only in main mapping.
2044;0x07FC;yes;no;IPM-Temperatur.;;TEMP1;;;;read;;16;;T;;T38;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2045;0x07FD;yes;no;Einlasswassertemperatur;;TEMP1;;;;read;;16;;T;;T01;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2046;0x07FE;yes;no;Auslasswassertemperatur;;TEMP1;;;;read;;16;;T;;T02;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2047;0x07FF;yes;no;WW-Tanktemperatur;;TEMP1;;;;read;;16;;T;;T08;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2048;0x0800;yes;no;Umgebungstemperatur (AT);;TEMP1;;;;read;;16;;T;;T04;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2049;0x0801;yes;no;Verdampfertemperatur;;TEMP1;;;;read;;16;;T;;T03;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2050;0x0802;yes;no;Verteilerrohrtemperatur;;TEMP1;;;;read;;16;;T;;T14;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2051;0x0803;yes;no;Saugsungstemperatur;;TEMP1;;;;read;;16;;T;;T05;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2052;0x0804;yes;no;Puffertanktemperatur;;TEMP1;;;;read;;16;;T;;T07;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2053;0x0805;yes;no;Abgastemperatur;;TEMP1;;;;read;;16;;T;;T12;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2054;0x0806;yes;no;Elektrische Leistung / Unit Power;;POWER_KW_X10;;kW;;read;;16;;T;;T54;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2055;0x0807;yes;no;Frostschutztemperatur (Am PlattenWT);;TEMP1;;;;read;;16;;T;;T06;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2056;0x0808;yes;no;T? / System 1 Frostschutztemperatur 2 / Coil/Frost Temp 2 (ASM V1.3);;TEMP1;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2057;0x0809;yes;no;"Livewert 2057 (nicht T34; Bedeutung unbestätigt)";;RAW;;;;read;;16;;;;;;;;;;Korrektur V0.2.41 fix8: 2057 ist nicht T34. T34 / AC-Spannung ist 2062.;;;MAIN_ONLY;Register exists only in main mapping.
2058;0x080A;yes;no;Raumtemperatur;;DIGI5;;;;read;;16;;T;;T09;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2059;0x080B;yes;no;Wärmeleistung / Unit Capacity;;POWER_KW_X10;;kW;;read;;16;;T;;T59;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2060;0x080C;yes;no;COP;;COP_X100;;COP;;read;;16;;T;;T60;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2061;0x080D;yes;no;IPM-Hochfehler-Temperatur;;TEMP1;;;;read;;16;;T;;T33;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2062;0x080E;yes;no;AC-Eingangsspannung;;VOLT;;V;;read;;16;;T;;T34;;;;;;"User confirmed unit V/Volt in v0.2.35 T34 bestätigt hier; 2057 ist nicht T34.";;;MAIN_ONLY;Register exists only in main mapping.
2063;0x080F;yes;no;EVI-Einlasstemperatur;;TEMP1;;°C;;read;;16;;T;;T10;;;;;;User confirmed unit °C in v0.2.35;;;MAIN_ONLY;Register exists only in main mapping.
2064;0x0810;yes;no;EVI-Auslasstemperatur;;TEMP1;;;;read;;16;;T;;T11;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2065;0x0811;yes;no;Verdampfungstemperatur / Evaporating Temp (ASM);;TEMP1;;°C;;read;;16;;T;;T-Diag1;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2066;0x0812;yes;no;Abgas-Überhitzung / Exhaust Superheat (ASM);;TEMP1;;K;;read;;16;;T;;T-Diag2;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2067;0x0813;yes;no;Rückgas-/Saug-Überhitzung / Suction Superheat (ASM);;TEMP1;;K;;read;;16;;T;;T-Diag3;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2068;0x0814;yes;no;System 2 Strom / Current (ASM);;DIGI5;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2069;0x0815;yes;no;Niederdruck;;BAR_X10;;bar;;read;;16;;T;;T15;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2070;0x0816;yes;no;System 2 Druck / Pressure (ASM);;DIGI5;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2071;0x0817;yes;no;Kompressorfrequenz;;DIGI1;;;;read;;16;;T;;T30;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2072;0x0818;yes;no;Betriebsfrequenz des Kompressors;;DIGI1;;;;read;;16;;T;;T31;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2073;0x0819;yes;no;Max. Frequenz vom Kompressortreiber;;DIGI1;;;;read;;16;;T;;T32;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2074;0x081A;yes;no;Drehzahl des Lüftermotors 1;;DIGI1;;;;read;;16;;T;;T27;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2075;0x081B;yes;no;Drehzahl des Lüftermotors 2;;DIGI1;;;;read;;16;;T;;T28;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2076;0x081C;yes;no;Zieldrehzahl des Lüftermotors;;DIGI1;;;;read;;16;;T;;T29;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2077;0x081D;yes;no;Wasserdurchflussrate;;FLOW_M3H_X100;;m³/h;;read;;16;;T;;T39;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2078;0x081E;yes;no;Energiezähler elektrisch high bits;;KWH;;kWh;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2079;0x081F;yes;no;Energiezähler elektrisch low bits / total;;KWH;;kWh;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2080;0x0820;yes;no;Reserviert;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2081;0x0821;yes;no;Fehler 7 / Störmeldebits;;BITFIELD;;;;read;;16;;ERR;;ERR07;;;;"{""0"":""IPM Überhitzung"",""1"":""Kompressor Startfehler"",""10"":""AC-Eingangs-Überstromabschaltung"",""11"":""Eingangsspannungs-Abtastfehler"",""12"":""DSP ↔ PFC Kommunikationsfehler"",""13"":""Antriebsplatinen-Temperaturfehler"",""14"":""DSP ↔ Kommunikationsplatine Fehler"",""15"":""Hauptplatinen-Kommunikationsfehler"",""2"":""Kompressor Überstrom"",""3"":""Phasenverlust Eingangsspannung"",""4"":""IPM Stromabtastfehler"",""5"":""Überhitzungsschutz Antriebsplatine"",""6"":""Vorladefehler"",""7"":""DC-Sammelschienen-Überspannung"",""8"":""DC-Sammelschienen-Unterspannung"",""9"":""AC-Eingangsspannung Unterspannung""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2082;0x0822;yes;no;Fehler 8 / Störmeldebits;;BITFIELD;;;;read;;16;;ERR;;ERR08;;;;"{""0"":""IPM Überhitzungsstopp"",""1"":""Kompressor Standardphase"",""15"":""Kompressor-Übergeschwindigkeitsschutz"",""3"":""Eingangsstrom-Abtastfehler"",""6"":""EEPROM-Fehler"",""7"":""Eingangsspannung Überbegrenzungsschutz""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2083;0x0823;yes;no;Fehler 9 / Störmeldebits;;BITFIELD;;;;read;;16;;ERR;;ERR09;;;;"{""0"":""Stromregelungsfrequenz-Alarm"",""1"":""Kompressor Magnetschutz-Alarm"",""2"":""Leistungseinheit Überhitzung"",""4"":""AC-Eingangsstrom Regelungsalarm"",""5"":""EEPROM-Fehlerwarnung""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2084;0x0824;yes;no;9;;RAW;;;;read;;16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2085;0x0825;yes;no;Fehler 1 / Störmeldebits;;BITFIELD;;;;read;;16;;ERR;;ERR01;;;;"{""10"":""Winter-Frostschutz Stufe 1"",""11"":""Winter-Frostschutz Stufe 2"",""12"":""Frostschutz"",""14"":""Raumtemperaturfehler"",""2"":""Heizungsrücklauftemperatur-Sensorfehler"",""3"":""Heizungsauslasswassertemperatur-Sensorfehler"",""4"":""Hochdruckschutz"",""6"":""Niederdruckschutz"",""8"":""Wasserflussschutz"",""9"":""Überlastschutz der Elektroheizung""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2086;0x0826;yes;no;Fehler 2 / Störmeldebits;;BITFIELD;;;;read;;16;;ERR;;ERR02;;;;"{""3"":""Lüfter 1 Überlastungs-Drehzahlbegrenzung"",""4"":""Lüfter 2 Überlastungs-Drehzahlbegrenzung"",""5"":""Temp.diff. Ein-/Auslasswasser zu groß"",""6"":""Auslasswasser überhitzt"",""7"":""Mischwasser-Auslasswassertemperatur-Sensorfehler"",""8"":""Warmwasserrücklauftemperatur-Sensorfehler"",""9"":""Warmwasserauslasswassertemperatur-Sensorfehler""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2087;0x0827;yes;no;Fehler 3 / Störmeldebits;;BITFIELD;;;;read;;16;;ERR;;ERR03;;;;"{""12"":""Frostschutz (3x)"",""4"":""Hochdruckschutz (3x)"",""6"":""Niederdruckschutz (3x)"",""8"":""Wasserflussschutz (3x)"",""9"":""Elektroheizungsschutz (3x)""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2088;0x0828;yes;no;Fehler 4 / Störmeldebits;;BITFIELD;;;;read;;16;;ERR;;ERR04;;;;"{""2"":""Temp.diff. Ein-/Auslasswasser zu groß (3x)"",""3"":""Auslasswassertemperatur zu niedrig (3x)"",""4"":""Auslasswasser Übertemperaturschutz (3x)""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2089;0x0829;yes;no;Fehler 5 / Störmeldebits;;BITFIELD;;;;read;;16;;ERR;;ERR05;;;;"{""0"":""Einlasswassertemperaturfehler"",""1"":""Auslasswassertemperaturfehler"",""10"":""EVI Auslasstemperaturfehler"",""11"":""Abgastemperaturfehler"",""13"":""System 1 Drucksensorfehler"",""14"":""Niedrige Umgebungstemperaturfehler"",""15"":""Auslasstemperatur zu niedriger Schutz"",""2"":""Spulentemperaturfehler"",""3"":""Umgebungstemperaturfehler"",""4"":""Sauggastemperaturfehler"",""5"":""Frostschutztemperaturfehler"",""6"":""Spulenauslasswassertemperatur-Sensorfehler"",""9"":""EVI Einlasstemperaturfehler""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2090;0x082A;yes;no;Fehler 6 / Störmeldebits;;BITFIELD;;;;read;;16;;ERR;;ERR06;;;;"{""11"":""Lüfter 1 Fehler"",""12"":""Lüfter 2 Fehler"",""13"":""Kommunikationsfehler Hauptplatine ↔ Lüfter 1"",""15"":""Kommunikationsfehler Hauptplatine ↔ Lüfter 2"",""8"":""Warmwassertemperaturfehler""}";;;;;MAIN_ONLY;Register exists only in main mapping.
2091;0x082B;yes;no;Blockkopf Paket 8 / Kennung Wort 1 / ASCII Zeichen 1-2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2092;0x082C;yes;no;Blockkopf Paket 8 / Kennung Wort 2 / ASCII Zeichen 3-4;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2093;0x082D;yes;no;Blockkopf Paket 8 / Kennung Wort 3 / ASCII Zeichen 5-6;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2094;0x082E;yes;no;Blockkopf Paket 8 / Kennung Wort 4 / ASCII Zeichen 7-8;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2095;0x082F;yes;no;Blockkopf Paket 8 / Kennung Wort 5 / ASCII Zeichen 9-10;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2096;0x0830;yes;no;Blockkopf Paket 8 / Kennung Wort 6 / ASCII Zeichen 11-12;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2097;0x0831;yes;no;Blockkopf Paket Status 2 / Reserve 1;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2098;0x0832;yes;no;Blockkopf Paket Status 2 / Reserve 2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
2099;0x0833;yes;yes;Blockkopf Paket Status 2 / Marker-Länge;DWIN/Display Rohstatusblock 2099ff Wort 1 (Bedeutung unklar);BLOCK;BLOCK;;;read;read;03;03;;;;;;;;;;;name;DIFFERENT;"Relevant fields differ; no source was selected as authoritative."
2100;0x0834;yes;yes;Blockkopf Paket Status 2 / erstes Blockkopf-Register;DWIN/Display Rohstatusblock 2099ff Wort 2 (Bedeutung unklar);BLOCK;BLOCK;;;read;read;03;03;;;;;;;;;;;name;DIFFERENT;"Relevant fields differ; no source was selected as authoritative."
2101;0x0835;yes;yes;Reserviert;DWIN/Display Rohstatusblock 2099ff Wort 3 (Bedeutung unklar);RAW;RAW;;;read;write;16;16;;;;;;;;;;;name,mode;DIFFERENT;"Relevant fields differ; no source was selected as authoritative."
2102;0x0836;yes;yes;Reserviert;DWIN/Display Rohstatusblock 2099ff Wort 4 (Bedeutung unklar);RAW;RAW;;;read;write;16;16;;;;;;;;;;;name,mode;DIFFERENT;"Relevant fields differ; no source was selected as authoritative."
2103;0x0837;yes;yes;Hauptcontroler Softwarecode (ASM);DWIN/Display Rohstatusblock 2099ff Wort 5 (Bedeutung unklar);RAW;RAW;;;read;write;16;16;;;;;;;;;;;name,mode;DIFFERENT;"Relevant fields differ; no source was selected as authoritative."
